id,kategori,status,text,created_at,pasangan_id,rasio_kemiripan,alasan
7976,near_duplicate,duplikat,"Agak kesentil waktu panglima provinsi Anjing bilang warga provinsi Kelinci bisa ngungsi kalau ada dokumen registrasi. Sama aja kayak pejabat sini waktu banjir kemaren, harus bawa KTP dan KK buat nerima bantuan, seolah warga bakal inget buat selamatin dokumen-dokumen itu",2025-12-26,2976,0.9633,Kemiripan 96% dengan id 2976
3841,near_duplicate,duplikat,"*Polres Aceh Tamiang Evakuasi Truck Tangki Pasca Bencana Banjir Bandang*  Aceh Tamiang - Banjir bandang yang melanda kabupaten Aceh Tamiang beberapa pekan lalu yang meluluhlantakan sebagian besar wilayah Aceh Tamiang, baik pemukiman warga, perkebunan, peternakan dan sebagian 60",2025-12-26,3026,0.9481,Kemiripan 95% dengan id 3026
3034,near_duplicate,duplikat,"Bantuan masih terus mengalir untuk korban bencana hidrometeorologi di Indonesia. Kali ini, Starbucks bersama beberapa yayasan memberikan bantuan pasca-bencana. #Lingkungan #AdadiKompas kompas.id Starbucks Bantu Korban Banjir Sumatera Bantuan masih terus mengalir untuk korban bencana hidrometeorologi",2025-12-26,3031,0.9173,Kemiripan 92% dengan id 3031
7988,near_duplicate,duplikat,"Aneh ya,baut jembatan yang dilepas langsung disebut biadab,tapi hutan yang jelas ditebang sampai banjir merenggut ribuan nyawa cukup disebut musibah.Mungkin karena baut bisa ditunjuk pelakunya,sementara yang satu lagi terlalu besar untuk disebut namanya.",2025-12-30,3056,0.9517,Kemiripan 95% dengan id 3056
3136,near_duplicate,duplikat,"Presiden RI Prabowo Subianto kembali mengunjungi daerah terdampak banjir dan longsor besar di Sumatera. Secara khusus, Prabowo fokus meninjau beberapa titik di Sumatera Barat pada Kamis (18/12/2025). ). 14",2025-12-19,3087,0.9471,Kemiripan 95% dengan id 3087
8123,near_duplicate,duplikat,Emang bener banjir bandang tp kl gak di gunduli ulah si manusia bencananya gak senasional ini palingan banjir pyur air yg merusak jembatan2 dan rumah2 di pinggir kali tsk ada kayu2 besar dan lumpur tanah ikut  menyapu rumah2 masyarakat yg kena banjir hingga terputus & terisolir.,2025-12-19,3130,0.9659,Kemiripan 97% dengan id 3130
8125,near_duplicate,duplikat,"Transportasi di Wilayah Tengah Aceh kini seperti kembali ke Zaman Batu. Ratusan jembatan putus akibat Banjir Besar Aceh–Sumatra, melumpuhkan mobilitas rakyat. Presiden menugaskan Jenderal TNI Maruli Simanjuntak membangun jembatan darurat.  Sekitar 300 jembatan rusak di Aceh,  3",2025-12-19,3131,0.9465,Kemiripan 95% dengan id 3131
8049,near_duplicate,duplikat,"Banjir Aceh kali ini lebih dahsyat dr pada Tsunami Aceh thn 2004 Tsunami yg dilanda hanya Banda Aceh,Aceh Besar,Aceh Jaya dan Aceh Barat Daerah ini yg paling parah klo Banjir ini yg dilanda hampir merata",2025-12-19,3132,0.9386,Kemiripan 94% dengan id 3132
8191,near_duplicate,duplikat,"terdampak bencana banjir dan tanah longsor, yakni Aceh, Sumatera Utara, dan Sumatera Barat, yang memiliki kontribusi besar dalam sejarah perjuangan kemerdekaan bangsa. Sehubungan dengan hal tersebut, Presiden mengajak seluruh elemen bangsa untuk turut memberikan dukungan dan",2025-12-19,3139,0.9378,Kemiripan 94% dengan id 3139
3143,near_duplicate,duplikat,"Pasca banjir yang melanda Aceh Tamiang, relawan menemukan batang kayu berukuran sangat besar yang terdampar di lokasi terdampak. Temuan ini mengejutkan warga setempat karena belum pernah terjadi sebelumnya.  Menurut para relawan, ukuran kayu tersebut sangat panjang dan kokoh, Tampilkan lebih banyak ",2025-12-19,3142,0.9313,Kemiripan 93% dengan id 3142
8092,near_duplicate,duplikat,Ajaibnya sawit jadi tertuduh padahal yg merusak adalah tambang. Riau punya 4 juta hektare lahan sawitnya 10 kali lebih besar dari Aceh gak ada banjir bandang. Narasi sawit biang kerok adalah agenda barat. Yg ingin Indonesia tidak merdeka soal energi terbarukan..!!,2025-12-19,3163,0.9154,Kemiripan 92% dengan id 3163
3235,near_duplicate,duplikat,Projo Peduli Bencana yang dipimpin Budi Arie Setiadi tetap Setia Digaris Rakyat hadir langsung membawa harapan bagi warga Sumatera yang terdampak banjir Projo Ajak Publik Bersatu Hadapi Banjir Besar di Sumatera Dari gonews.co.id 6,2025-12-18,3227,0.9072,Kemiripan 91% dengan id 3227
7921,near_duplicate,duplikat,"Maluuuu wooooi yg dr luar Aceh pada kerja keras membantu para korban di Aceh eeeh kalian demo demo aja  Maluuuu woooooi yg di bantu itu orang Aceh asli yg kena musibah itu Aceh Sumut Sumbar, kalian kerjanya demo demo aja",2025-12-30,3496,0.9757,Kemiripan 98% dengan id 3496
7925,near_duplicate,duplikat,Mereka ini gak pernah malu yg lain para relawan para prajurit bahu membahu membantu rakyat Aceh Sumut dan Sumbar eeeh elo orang malah main bendera benderaan pake demo bantuin tuh relawan bukan demo aja,2025-12-30,3498,0.9712,Kemiripan 97% dengan id 3498
7962,near_duplicate,duplikat,"Peduli Bencana Sumatra. • PDIP kirim alat berat ke Agam, Sumbar, buat bantu buka akses jalan yang tertutup akibat banjir dan longsor awal Desember 2025. Semoga cepat lancar aksesnya.  @puanmaharani_ri",2025-12-30,3504,0.94,Kemiripan 94% dengan id 3504
3575,near_duplicate,duplikat,"Pemerintah kebut penanganan pascabanjir di Aceh, Sumut dan sumbar meski libur nataru. Pemerintah sigap untuk Aceh sumatra. 1 1 14",2025-12-29,3572,0.9272,Kemiripan 93% dengan id 3572
7969,near_duplicate,duplikat,"Perjalanan BKO Brimob Polda Sumsel menuju Polda Aceh untuk penanganan pasca bencana banjir  Bila ada permasalahan dan butuh bantuan Polisi silahkan hubungi :  Call Center: 110 (Bebas Pulsa)  ""KAMI SIAP MELAYANI 24 JAM""  #musisatu #kapoldasumsel #humaspoldasumsel #poldasumsel",2025-12-26,3742,0.9682,Kemiripan 97% dengan id 3742
7970,near_duplicate,duplikat,"Nih kapal feri udh pernah ke aceh apa sumsel belum ya? Tau gak kaya apa medannya,orang lewat aja bisa puluhan km jalan kaki apa iya banjir dtg langsung ada perahu karet",2025-12-25,3743,0.9519,Kemiripan 95% dengan id 3743
3747,near_duplicate,duplikat,"Kepala Kepolisian Daerah Sumatera Selatan Beserta Staff dan Jajaran Mengucapkan   Selamat Natal 2025 & Tahun Baru 2026  Bila ada permasalahan dan butuh bantuan Polisi silahkan hubungi :  Call Center : 110 (Bebas Pulsa)  ""KAMI SIAP MELAYANI 24 JAM""  #musisatu #kapoldasumsel Tampilkan lebih banyak 44",2025-12-25,3744,0.9227,Kemiripan 92% dengan id 3744
8324,near_duplicate,duplikat,"Bandung tergenang, tapi yang diprioritaskan Sumatera. Kayak rumah sendiri kebanjiran tapi sibuk nolong tetangga biar keliatan baik",2025-12-06,3806,0.9315,Kemiripan 93% dengan id 3806
7950,near_duplicate,duplikat,"Sempet2 nya ya bantuan bencana banyak intrik, pantes rakyat merasa lambat, ternyata pd sibuk atur strategi bagaimana bantuan ini atas nama pribadi atau pemerintah, smoga cepet pulih rakyat sumatra",2025-12-30,3983,0.9488,Kemiripan 95% dengan id 3983
7915,near_duplicate,duplikat,Pemulihan pascabencana di Sumatera Utara terus bergerak maju secara bertahap dan berkelanjutan. Pemerintah Provinsi Sumatera Utara di bawah kepemimpinan Gubernur Bobby Nasution memastikan perbaikan infrastruktur serta normalisasi sungai di wilayah Tapanuli berjalan sesuai,2025-12-30,3989,0.917,Kemiripan 92% dengan id 3989
7968,near_duplicate,duplikat,"Gak belain dia karena gak penting juga, tapi dia ngirim bantuan bahan pokok kok, dan banyak. Perihal kampung, lokasi banjir itu emang di Sumut, tapi dia orang Toba, jadi kampungnya bukan di pesisir barat Sumut. Ibarat orang  kampungnya bekasi tapi bencananya di pangandaran",2025-12-30,4009,0.9282,Kemiripan 93% dengan id 4009
7857,near_duplicate,duplikat,"Wamenag Romo Syafi'i serahkan bantuan Rp2 Miliar untuk Gereja Katolik terdampak banjir di Sumut, Senin (29/12). Bantuan disalurkan ke Keuskupan Agung Sibolga (Rp1,7 M), Medan (Rp200 Jt), & Aceh (Rp100 Jt) untuk rehabilitasi rumah ibadah & pemulihan psikis umat.  #KemenagRI",2025-12-29,4055,0.9873,Kemiripan 99% dengan id 4055
8052,near_duplicate,duplikat,"Tsunami ditetapkan sebagai bencana nasional sedangkan bencana banjir ini tidak, padahal gubernur Aceh saja menilai ini lebih parah dari tsunami, kenapa? Tsunami bencana alam, sedangkan banjir kali ini akibat ulah-ulah manusia rakus dalam lingkar kekuasaan",2025-12-19,4097,0.9598,Kemiripan 96% dengan id 4097
8003,near_duplicate,duplikat,"Presiden terlalu angkuh dengan mengatakan kita mampu mengatasi bencana, padahal pelosok2 daerah bencana masih banyak yg belum tertangani. Saya tau krn saya tinggal dekat dngan Aceh Tamiang, salah 1 daerah yg juga parah, rumah saya di Brandan terendam diatas 1.8 Meter air banjir.",2025-12-19,4099,0.9245,Kemiripan 92% dengan id 4099
8054,near_duplicate,duplikat,"literally dari langsa sampe tamiang rumah rumah warga rusak parah. bahkan banyak rumah yang aku liat sisa pondasi doang. beberapa rumah dilantai lantai 2 nya ada bekas air yang nempel di dinding, kurleb 3,5 meteran yang artinya banjir disana setinggi itu.",2025-12-19,4100,0.9501,Kemiripan 95% dengan id 4100
4217,near_duplicate,duplikat,"OJK memberikan relaksasi bagi debitur di sektor PVML yang terdampak bencana di Aceh, Sumut, dan Sumbar. Kebijakan ini berlaku hingga tiga tahun ke depan. Korban Banjir Bisa Bernapas Lega, OJK Kasih Keringanan Utang Pinjol Dari finance.detik.com 153",2025-12-24,4216,0.968,Kemiripan 97% dengan id 4216
4287,near_duplicate,duplikat,Relawan paruh baya yang setiap hari mengantarkan air bersih dari posko kami di Nagan Raya masih sempat membantu menarik mobil mogok di jalan.   Pak Adri ini saat tsunami dulu wara-wiri dgn mayat korban di Aceh Barat dan Nagan Raya. Hari ini pun tak mau tinggal diam. 11 37 1 rb,2025-12-27,4286,0.9475,Kemiripan 95% dengan id 4286
7973,near_duplicate,duplikat,"Kan listrik masi blom stabil, kebanyakan masyarakat masi ngungsi & renovasi rumah. Lebih efisien mereka jaga barang sendiri dan ga nambahin ""beban"" macem barang curian.   Kek bayangin ada berita korban banjir bandang ngegondol kulkas & TV? Ngangkatnya aja dah beban cok",2025-12-30,4294,0.9655,Kemiripan 97% dengan id 4294
7995,near_duplicate,duplikat,"Dan gua korban Banjir di salah satu kabupaten di Aceh, ngerasain bgt gda bantuan pemerintah kampret yg dtang, malah kita bantu sesama. Korbanbantukorban. Bahkan sampe skrg Masi ada warga yg ngungsi di tenda terpal biru Krena rumahnya udh hilang:""",2025-12-17,4299,0.9519,Kemiripan 95% dengan id 4299
7997,near_duplicate,duplikat,"Kalau mau bicara sawit mbok yo tunggu penanganan banji sumatra-aceh maksimal dulu kek, hujan masih deras, banjir datang silih berganti, air mata belum kering, masyarakat masih ngungsi, tapi orang satu ini isi kepalanya cuma sawit.",2025-12-16,4300,0.964,Kemiripan 96% dengan id 4300
7999,near_duplicate,duplikat,"Sorry to say, banyak dari mereka ngungsi butuh makanan gak dateng². Bantuan beras dari pemerintah aja disuruh beli loh? kalo gak percaya cari aja beritanya. Banyak juga yang meninggal karna ngungsi kelaperan grgr bantuan telat dateng, minum pake air banjir keruh.",2025-12-15,4303,0.9164,Kemiripan 92% dengan id 4303
8375,near_duplicate,duplikat,"Jujur lihat respon pemerintah soal banjir Sumatra  bikin naik darah. Kelakuannya udah level anjing banget. gak ada aksi nyata. Rakyat terendam, ngungsi, mati listrik, kehilangan rumah di sisi lain, para pejabat sibuk ngeluarin pernyataan yang isinya cuma angin.",2025-12-05,4317,0.9572,Kemiripan 96% dengan id 4317
8397,near_duplicate,duplikat,"bang, bapak gw tni bawa truk nganterin kebutuhan orang yg ngungsi di daerah lhoksukon dari lhokseumawe, jarak kesana bisa sejam lebih apalagi klo keadaan gini. lo tau? dia bajunya basah seharian, ga makan karna bantuin org disana. dia plg jalan kaki ke lhoksmw krna banjir",2025-11-29,4345,0.9372,Kemiripan 94% dengan id 4345
8398,near_duplicate,duplikat,"250 Rumah Rusak Diterjang Banjir di Nagan Raya Aceh, 2.500 Warga Ngungsi",2025-11-29,4346,0.9509,Kemiripan 95% dengan id 4346
7981,near_duplicate,duplikat,"35 ribu rumah yang mana, Pak?  Yg tergerus banjir bandang, Yg terendam lumpur, Yg tertimpa sampah kayu, atau Yg masih tergenang air?  Yakin hanya segitu? Saya bertanya, Pak.",2025-12-28,4439,0.9599,Kemiripan 96% dengan id 4439
4519,near_duplicate,duplikat,"Tips Aman Menyalakan Listrik Setelah Banjir  Electrizen, pastikan rumah benar-benar aman sebelum menyalakan listrik kembali setelah rumah terendam banjir.  Yuk simak tips dari PLN!  #PLNUntukSemua #PLNUntukIndonesia #PrayforAceh #PrayforSumut #PrayforSumbar #PLNUIDSulselrabar 1 16",2025-12-05,4503,0.9201,Kemiripan 92% dengan id 4503
4525,near_duplicate,duplikat,"Electrizen, pastikan rumah benar-benar aman sebelum menyalakan listrik kembali setelah rumah terendam banjir.  Yuk simak tips dari PLN!  #PLNUntukSemua #PLNUntukIndonesia #PrayforAceh #PrayforSumut #PrayforSumbar #PLNUIDSulselrabar 1 27",2025-12-04,4503,0.9631,Kemiripan 96% dengan id 4503
8379,near_duplicate,duplikat,"Anak-anak menjadi kelompok yang paling rentan setiap bencana terjadi, termasuk bencana yang melanda Sumatera dan Aceh. Rumah yang terendam, sekolah yang rusak, hingga akses terbatas terhadap air bersih dan layanan kesehatan, membuat anak menghadapi risiko yang lebih besar dalam",2025-12-06,4508,0.9398,Kemiripan 94% dengan id 4508
8380,near_duplicate,duplikat,Wakil Menteri Kesehatan Benjamin Paulus Octavianus telah memantau wilayah banjir di Sumatera. Ia mengungkap sejumlah fasilitas kesehatan (faskes) turut terdampak dari banjir.  Setidaknya ada 31 rumah sakit dan 156 Puskesmas yang terendam banjir di Sumatera.  >>,2025-12-06,4510,0.9573,Kemiripan 96% dengan id 4510
4514,near_duplicate,duplikat,"Halaman masjid yang kini menjadi posko pengungsian tampak riuh oleh aktivitas warga dan relawan yang memasak di dapur umum. Tawa lirih bercampur letih menggambarkan bagaimana warga Desa Blang Panjoe, Kabupaten Bireuen, Aceh, saling menguatkan setelah rumah mereka terendam banjir. Tampilkan lebih ban",2025-12-05,4513,0.9549,Kemiripan 95% dengan id 4513
4525,near_duplicate,duplikat,"Electrizen, pastikan rumah benar-benar aman sebelum menyalakan listrik kembali setelah rumah terendam banjir.  Yuk simak tips dari PLN!  #PLNUntukSemua #PLNUntukIndonesia #PrayforAceh #PrayforSumut #PrayforSumbar #PLNUIDSulselrabar 1 27",2025-12-04,4519,0.9481,Kemiripan 95% dengan id 4519
7368,near_duplicate,duplikat,"Membalas  @RIYAN940206 Tips Aman Menyalakan Listrik Setelah Banjir  Electrizen, pastikan rumah benar-benar aman sebelum menyalakan listrik kembali setelah rumah terendam banjir.  Yuk simak tips dari PLN!  #PLNUntukSemua #PLNUntukIndonesia #PrayforAceh #PrayforSumut #PrayforSumbar #PLNUIDSulselrabar ",2025-12-08,4519,0.9468,Kemiripan 95% dengan id 4519
7368,near_duplicate,duplikat,"Membalas  @RIYAN940206 Tips Aman Menyalakan Listrik Setelah Banjir  Electrizen, pastikan rumah benar-benar aman sebelum menyalakan listrik kembali setelah rumah terendam banjir.  Yuk simak tips dari PLN!  #PLNUntukSemua #PLNUntukIndonesia #PrayforAceh #PrayforSumut #PrayforSumbar #PLNUIDSulselrabar ",2025-12-08,4525,0.9145,Kemiripan 91% dengan id 4525
4552,near_duplicate,duplikat,"Teuku Ryan berbagi kabar tentang keluarganya di Aceh pasca banjir dan longsor. Ia berusaha bantu dengan informasi kebutuhan bantuan. Teuku Ryan soal Kondisi Keluarga di Aceh, Rumah Ortu Terendam Banjir Dari hot.detik.com 1 2 393",2025-12-01,4551,0.944,Kemiripan 94% dengan id 4551
8407,near_duplicate,duplikat,"Banjir itu bukan kutukan langit. Itu hanyalah cara alam berkata, “Aku sudah terlalu lama diam terhadap rakusmu.”  Manusia menebang hutan dengan alasan pembangunan, padahal yang sedang dibangun adalah bencana.  Lalu ketika air mengamuk, rumah-rumah terendam, jalan lumpuh, mereka",2025-11-29,4570,0.9338,Kemiripan 93% dengan id 4570
8382,near_duplicate,duplikat,"Ibu Citra Dewi menjadi Saksi, bahwa belum ada bantuan yang masuk. Hanya PKS yang membantu mereka. Ada 134 orang yang mengungsi di rumah ini sampe H+9 “Tsunami” Banjir Aceh Tamiang. Ada balita, Busui, Bumil. Tamiang, 4 Desember 2025  Dusun Bahagia, Desa Bundar Kab. Aceh Tamiang.",2025-12-06,4645,0.9495,Kemiripan 95% dengan id 4645
8384,near_duplicate,duplikat,"Emang anjeng yg kenceng2 di banjir ga mikirin yg kena arusnya, bisa masuk rumah, ada yg kena semprot aernya  Biar apa sih? Toh pelan malah lebih bagus buat mesin juga kalo saat banjir lebih aman",2025-12-05,4647,0.9274,Kemiripan 93% dengan id 4647
8010,near_duplicate,duplikat,"Sama banget Nder, disini hampir tiap malem hujan deres aku selalu kepikiran gimana kalo mereka kehujanan dan kena banjir lagii. Akhirnya nangis lagi, ya Allah berat cobaan saudara saudaraku disanaa",2025-12-18,4792,0.9428,Kemiripan 94% dengan id 4792
8334,near_duplicate,duplikat,"-dilalui, mau sampai kapan lagi? Banjir memang sudah mereda, tapi masyarakat juga cuma berbekal nyawa, gk ada bekal makanan, apalagi bantuan kesehatan. Kalo dibilang pemerintah kurang gercep ya memang, setidaknya buat jalan menuju titik terparah itu jadi bisa dilalui.",2025-12-06,4870,0.9109,Kemiripan 91% dengan id 4870
8206,near_duplicate,duplikat,"Alasan banjir Sumatra tak jadi bencana nasional. 1. P pusat /presiden Prabowo/konco konco nya  yg paling aktif merusak alam, baik di Sumatra  maupun di Kalimantan. 2. Kalo 3 prv tersebut ditetapkan sebagai bencana nasional,maka media asing akan menyoroti penyebab nya  bencana.",2025-12-06,5044,0.9112,Kemiripan 91% dengan id 5044
8207,near_duplicate,duplikat,"gue nggak heran banyak orang nggak terima sama pernyataan kayak gitu. Soalnya kondisi di lapangan parah banget. Sumatra lumpuh karena banjir dan longsor, dan penyebab utamanya ya jelas hutan dirusak terus, lahan dibuka sembarangan-",2025-12-06,5045,0.9313,Kemiripan 93% dengan id 5045
8213,near_duplicate,duplikat,Wahai org org sumatra barat utara. Aceh..  Tuh kalo dri sudut pandang agama gurun katanya bencana2 d t4 klen di sebabkan maksiat...  Ini kebangetan ngawur ajaran spt ini.  Penyebab banjir jelas krn hutan d babat. Admin ga ada simpati... Pasti mabok agama arab nih org,2025-12-05,5047,0.962,Kemiripan 96% dengan id 5047
8215,near_duplicate,duplikat,"Menteri ESDM Bahlil Lahadalia mengklaim bahwa tambang bukanlah penyebab bencana banjir dan longsor di Sumatra Barat (Sumbar). Sedangkan di Aceh dan Sumatra utara, ia mengaku masih melakukan pengecekan.  Tapi, Wahana Lingkungan Hidup Indonesia (Walhi) Sumatra Barat mengungkap",2025-12-05,5048,0.9538,Kemiripan 95% dengan id 5048
8216,near_duplicate,duplikat,"Bedanya fufufafa sm prabroro, fufufafa ngomong gaje plonga plongo krna emang ga ngerti apa-apa . Sedangkan prabroro aslinya tau banjir di Sumatra itu parah, tapi nolak naikan status Bencana Nasional krna takut penyebab asli bencananya ketahuan pihak luar",2025-12-05,5050,0.9278,Kemiripan 93% dengan id 5050
8582,near_duplicate,duplikat,"Parah nih, nggak nangkap si ulil, larinya ke wahabi, ngapain kesono, jangan2 penyebab banjir bandang dan longsor di sumatra karena ngikutin dia ini.",2025-11-29,5102,0.9463,Kemiripan 95% dengan id 5102
8591,near_duplicate,duplikat,Penyebab banjir dan longsor di Sumatra adalah karena pembalakan liar oleh oligarki dan diijinkan oleh pejabatnya sehingga merusak alam. Mereka memang pki anjing!,2025-11-28,5105,0.9059,Kemiripan 91% dengan id 5105
8221,near_duplicate,duplikat,"Bencana banjir bandang dan tanah longsor Sumatra Utara,  Barat, dan Aceh menarik perhatian luas media asing, seperti Associated Press, New York Times, Reuters, hingga ABC Net. Kantor-kantor berita global soroti parahnya dampak bencana, terutama terkait dugaan kuat adanya peran",2025-12-05,5126,0.9761,Kemiripan 98% dengan id 5126
8597,near_duplicate,duplikat,"Hujan berkepanjangan di sejumlah wilayah Sumatra memicu banjir bandang dan longsor.  Ketika dampak materi dan non materi yang terasa begitu luas, semoga setiap upaya dan bantuan yang hadir dapat mempercepat pemulihan dan membuka jalan menuju hari yang lebih baik.  #AdiraFinance",2025-11-28,5180,0.9416,Kemiripan 94% dengan id 5180
5208,near_duplicate,duplikat,"Bersama untuk Sumatra  Demi Sumatra, kita semua bergerak bersama. TNI, Polri, tokoh publik, dan para relawan di lapangan terus berikhtiar menyalurkan bantuan tanpa henti. Tidak ada yang ditinggalkan, tidak ada yang berjalan sendiri.  #PrayForSumatera #SumatraBangkit #NegaraHadir 1 1 6 rb",2025-12-09,5207,0.9147,Kemiripan 91% dengan id 5207
5217,near_duplicate,duplikat,"Banjir besar di Sumatera: 961 terkorban, 293 masih hilang. Bantuan & pemulihan giat digerakkan. #BanjirSumatera #PrayForSumatera kabar24.bisnis.com Update Data Korban Banjir Sumatra-Aceh (9/12): 961 Meninggal, 293 Masih Hilang Banjir dan longsor di Sumatra-Aceh menewaskan 961 orang, 293 hilang. BNPB",2025-12-09,5214,0.9065,Kemiripan 91% dengan id 5214
5284,near_duplicate,duplikat,Kok bisa  @RajaJuliAntoni   @kemenhut_ri   @GakkumKLHK   @ListyoSigitP   @indo_pol   @psi_id  #PrayForSumatera  @prabowo   @Gerindra   @DPR_RI   @puanmaharani_ri   @KemenLHK   @Haniffaisol_N  #IndonesiaGelap #TolakUUTNI #SupremasiSipil #MariBangunKesadaran #TolakOkupasiTanahRakyat #Desember2025 25,2025-12-08,5282,0.909,Kemiripan 91% dengan id 5282
5284,near_duplicate,duplikat,Kok bisa  @RajaJuliAntoni   @kemenhut_ri   @GakkumKLHK   @ListyoSigitP   @indo_pol   @psi_id  #PrayForSumatera  @prabowo   @Gerindra   @DPR_RI   @puanmaharani_ri   @KemenLHK   @Haniffaisol_N  #IndonesiaGelap #TolakUUTNI #SupremasiSipil #MariBangunKesadaran #TolakOkupasiTanahRakyat #Desember2025 25,2025-12-08,5283,0.9255,Kemiripan 93% dengan id 5283
6001,near_duplicate,duplikat,"Putusnya jembatan darurat tak menghalangi kepedulian. Team Bansar Samapta Polda Riau bersama Samapta Polda Sumbar membantu penyeberangan warga Kampung Seberang pasca banjir bandang di Sumatera Barat, dengan tetap mengutamakan keselamatan.  #PrayForSumatera #LekasPulihSumatera 219 14 462 1 rb",2025-12-08,5344,0.9134,Kemiripan 91% dengan id 5344
8223,near_duplicate,duplikat,"Prozis Ibnu Abbas memberangkatkan relawan, ambulans & logistik untuk saudara kita yang terdampak banjir di Sumatera. Semoga Allah jaga mereka. Donasi kebaikan: Muamalat 5260014381 BSI 7006271612 Info: 085601095333 #PrayForSumatera #AksiKemanusiaan #ProzisIbnuAbbas #Bencana #Aceh",2025-12-06,5492,0.9431,Kemiripan 94% dengan id 5492
5624,near_duplicate,duplikat,"TNI terus hadir untuk Aceh. Pasca banjir Lhokseumawe, Denpal IM/1 memberikan layanan servis dan ganti oli gratis bagi warga sebagai bentuk dukungan nyata pemulihan mobilitas masyarakat.  #TNIUntukRakyat #KodamIM #DenpalIM #LhokseumaweBangkit #AcehPulih #PeduliBencana #TNIHadir 1 1 5 rb",2025-12-09,5623,0.968,Kemiripan 97% dengan id 5623
5757,near_duplicate,duplikat,PLN berhasil menyalakan kembali listrik di lokasi-lokasi vital di Aceh Tamiang pada Kamis (4/12) yang sebelumnya mengalami kerusakan pascabencana banjir yang terjadi.   #PLNUntukSemua #PLNUntukIndonesia #PrayforAceh 43,2025-12-09,5741,0.9147,Kemiripan 91% dengan id 5741
5896,near_duplicate,duplikat,"Polisi menyalurkan air bersih dan membagikan masker kepada masyarakat terdampak banjir di Kabupaten Nagan Raya, Provinsi Aceh. Aksi tersebut hadir sebagai respons cepat atas kondisi warga yang kesulitan mengakses air layak konsumsi sejak banjir melanda wilayah tersebut. Tampilkan lebih banyak 56 12 ",2025-12-09,5786,0.9091,Kemiripan 91% dengan id 5786
5797,near_duplicate,duplikat,"Dalam Instagram miliknya, Irish Bella dan suami, Haldy Sabri, menyalurkan bantuan bertahap untuk korban banjir dan longsor di Sumatera dan Aceh. Irish Bella dan Suami Beri Bantuan Bertahap untuk Korban Banjir-Longsor Sumatera Dari hot.detik.com 248",2025-12-09,5792,0.9554,Kemiripan 96% dengan id 5792
5902,near_duplicate,duplikat,"Electrizen  Banjir dan longsor yang terjadi di wilayah Sibolga, Tapanuli Selatan, Tapanuli Tengah dan Tapanuli Utara memutus akses jalan sehingga menjadi tantangan dalam proses pemulihan listrik.  Namun, hal tersebut tidak mematahkan semangat personel PLN untuk terus melakukan Tampilkan lebih banyak",2025-12-09,5899,0.9173,Kemiripan 92% dengan id 5899
7630,near_duplicate,duplikat,"Banjir dan longsor yang terjadi di wilayah Sibolga, Tapanuli Selatan, Tapanuli Tengah, dan Tapanuli Utara memutus akses jalan sehingga menjadi tantangan dalam proses pemulihan listrik. Namun, hal tersebut tidak mematahkan semangat personel PLN untuk terus melakukan perbaikan. Tampilkan lebih banyak ",2025-12-08,5902,0.9054,Kemiripan 91% dengan id 5902
8271,near_duplicate,duplikat,bukan karena kalah tapi takut sawit sm penebangan hutannya ketahuan. coba ke aceh sekarang sama kaya riau isinya sawit doang wajar pas hujan air ga keserap lagi jadi banjir gini. ngambil sda aceh paling lihai giliran urus bencana tarik ulur wajar nenek moyang minta mrdeka.,2025-12-06,6012,0.9407,Kemiripan 94% dengan id 6012
6026,near_duplicate,duplikat,"Seekor anjing pelacak polisi dari unit K-9 Polda Riau bernama Reno gugur saat bertugas mencari korban bencana banjir-longsor di Agam, Sumatera Barat. Reno adalah anjing pelacak jenis Belgian Malinois. Usianya 8 tahun 4 bulan. Ia gugur dalam operasi Aman Nusa II di Agam kala 3 7 1 rb",2025-12-04,6019,0.9714,Kemiripan 97% dengan id 6019
8278,near_duplicate,duplikat,"Pemerintah melalui Kementerian Lingkungan Hidup/Badan Pengendalian Lingkungan Hidup (KLH/BPLH) mengambil tindakan tegas pasca banjir besar dan longsor di Kabupaten Tapanuli Selatan, Sumatera Utara. Menteri Lingkungan Hidup, Hanif Faisol Nurofiq mengatakan, bahwa tiga perusahaan,",2025-12-06,6081,0.9567,Kemiripan 96% dengan id 6081
8276,near_duplicate,duplikat,PKS Jambi Turunkan Relawan ke Lokasi Longsor dan Banjir Sumatra,2025-12-06,6121,0.9108,Kemiripan 91% dengan id 6121
6605,near_duplicate,duplikat,"Kampung boleh lenyap. Sekolah bisa hancur. Namun, semangat belajar siswa penyintas bencana di Batang Toru, Tapanuli Selatan, Sumatera Utara, tetap menyala. #Lingkungan #AdadiKompas Sekolah Hancur karena Bencana, Semangat Belajar Tak Padam Dari kompas.id 36",2025-12-09,6162,0.9567,Kemiripan 96% dengan id 6162
6256,near_duplicate,duplikat,"Polri melalui jajaran Polda Sumatera Barat (Sumbar) memberikan dukungan penuh penanganan bencana alam yang terjadi di wilayah Sumatera, termasuk pengerahan personel untuk pemulihan listrik. Berkat sinergi antara Polri dan PLN, pemulihan listrik kini telah mencapai 100% 18",2025-12-09,6212,0.9396,Kemiripan 94% dengan id 6212
