id,kategori,status,text,created_at,pasangan_id,rasio_kemiripan,alasan
6311,near_duplicate,duplikat,"Polri melalui jajaran Polda Sumatera Barat (Sumbar) memberikan dukungan penuh penanganan bencana alam yang terjadi di wilayah Sumatera, termasuk pengerahan personel untuk pemulihan listrik. Berkat sinergi antara Polri dan PLN, pemulihan listrik kini telah mencapai 100% wilayah 1 26",2025-12-09,6212,0.9404,Kemiripan 94% dengan id 6212
6311,near_duplicate,duplikat,"Polri melalui jajaran Polda Sumatera Barat (Sumbar) memberikan dukungan penuh penanganan bencana alam yang terjadi di wilayah Sumatera, termasuk pengerahan personel untuk pemulihan listrik. Berkat sinergi antara Polri dan PLN, pemulihan listrik kini telah mencapai 100% wilayah 1 26",2025-12-09,6256,0.9661,Kemiripan 97% dengan id 6256
6334,near_duplicate,duplikat,"Polri melalui jajaran Polda Sumatera Barat (Sumbar) memberikan dukungan penuh penanganan bencana alam yang terjadi di wilayah Sumatera, termasuk pengerahan personel untuk pemulihan listrik. Berkat sinergi antara Polri dan PLN, pemulihan listrik kini telah mencapai 100% wilayah Tampilkan lebih banyak",2025-12-09,6256,0.9077,Kemiripan 91% dengan id 6256
6334,near_duplicate,duplikat,"Polri melalui jajaran Polda Sumatera Barat (Sumbar) memberikan dukungan penuh penanganan bencana alam yang terjadi di wilayah Sumatera, termasuk pengerahan personel untuk pemulihan listrik. Berkat sinergi antara Polri dan PLN, pemulihan listrik kini telah mencapai 100% wilayah Tampilkan lebih banyak",2025-12-09,6311,0.9083,Kemiripan 91% dengan id 6311
6666,near_duplicate,duplikat,"Bantuan kemanusiaan GP Ansor kembali bergerak menuju Sumatera Barat, setelah sebelumnya disalurkan ke Aceh dan Sumatera Utara, Senin (8/12).   Total logistik yang telah dihimpun mencapai Rp1 miliar, terdiri dari kebutuhan pangan, perlengkapan kebersihan, selimut, obat-obatan. 1 2 3 85",2025-12-09,6659,0.9072,Kemiripan 91% dengan id 6659
6714,near_duplicate,duplikat,Bantuan Kemanusiaan Polda Sumsel dan Bhayangkari Daerah Sumsel Tiba di Polres Tapanuli Selatan  Bantuan kemanusiaan dari Polda Sumatera Selatan bersama Bhayangkari Daerah Sumsel untuk korban bencana alam di wilayah Provinsi Sumatera Selatan akhirnya tiba di Polres Tapanuli Tampilkan lebih banyak 1 5,2025-12-08,6713,0.9638,Kemiripan 96% dengan id 6713
6718,near_duplicate,duplikat,Penyerahan Bantuan Kemanusiaan Polda Sumsel dan Bhayangkari Tiba di Polres Tapanuli Selatan  Bantuan kemanusiaan dari Polda Sumatera Selatan bersama Bhayangkari Daerah Sumsel untuk korban bencana alam di wilayah Provinsi Sumatera Selatan akhirnya tiba di Polres Tapanuli Selatan 1 49,2025-12-07,6713,0.9442,Kemiripan 94% dengan id 6713
6719,near_duplicate,duplikat,Bantuan Kemanusiaan Polda Sumsel dan Bhayangkari Daerah Sumsel Tiba di Polres Tapanuli Selatan  Bantuan kemanusiaan dari Polda Sumatera Selatan bersama Bhayangkari Daerah Sumsel untuk korban bencana alam di wilayah Provinsi Sumatera Selatan akhirnya tiba di Polres Tapanuli 1 41,2025-12-07,6713,0.9128,Kemiripan 91% dengan id 6713
6718,near_duplicate,duplikat,Penyerahan Bantuan Kemanusiaan Polda Sumsel dan Bhayangkari Tiba di Polres Tapanuli Selatan  Bantuan kemanusiaan dari Polda Sumatera Selatan bersama Bhayangkari Daerah Sumsel untuk korban bencana alam di wilayah Provinsi Sumatera Selatan akhirnya tiba di Polres Tapanuli Selatan 1 49,2025-12-07,6714,0.9118,Kemiripan 91% dengan id 6714
6719,near_duplicate,duplikat,Bantuan Kemanusiaan Polda Sumsel dan Bhayangkari Daerah Sumsel Tiba di Polres Tapanuli Selatan  Bantuan kemanusiaan dari Polda Sumatera Selatan bersama Bhayangkari Daerah Sumsel untuk korban bencana alam di wilayah Provinsi Sumatera Selatan akhirnya tiba di Polres Tapanuli 1 41,2025-12-07,6714,0.9496,Kemiripan 95% dengan id 6714
6719,near_duplicate,duplikat,Bantuan Kemanusiaan Polda Sumsel dan Bhayangkari Daerah Sumsel Tiba di Polres Tapanuli Selatan  Bantuan kemanusiaan dari Polda Sumatera Selatan bersama Bhayangkari Daerah Sumsel untuk korban bencana alam di wilayah Provinsi Sumatera Selatan akhirnya tiba di Polres Tapanuli 1 41,2025-12-07,6718,0.9276,Kemiripan 93% dengan id 6718
6721,near_duplicate,duplikat,Bantuan Kemanusiaan Polda Sumsel dan Bhayangkari Daerah Sumsel Tiba di Polres Tapanuli Selatan  Bantuan kemanusiaan dari Polda Sumatera Selatan bersama Bhayangkari Daerah Sumsel untuk korban bencana alam Polsek Ilir Timur I Palembang (@polsek_it1palembang) • Instagram photo Dari instagram.com 1 32,2025-12-07,6720,0.9462,Kemiripan 95% dengan id 6720
8312,near_duplicate,duplikat,"Hal-2  3) Terdampak paling parah olh Deforestasi 1985-1997 = Sumatera (Riau, Sumut, Sumsel, Jambi) 4) Data WALHI 2025: 631 Perusahaan terlibat Deforestasi di Sumut, Aceh & Sumbar sejak 2018 - 2025.  4) DAS2 di daerah2 tsb sudah rusak/hancur daya dukung/tampungnya, dibawah 25%.",2025-12-06,6722,0.9027,Kemiripan 90% dengan id 6722
8366,near_duplicate,duplikat,"Perjalanan Bantuan Sosial Dari Polda Sumsel Menuju Kab. Tapanuli Tengah Provinsi Sumatera Utara Untuk Korban Terdampak Banjir.  Bila ada permasalahan dan butuh bantuan Polisi silahkan hubungi :  Call Center: 110 (Bebas Pulsa)  ""KAMI SIAP MELAYANI 24 JAM""",2025-12-06,6727,0.9303,Kemiripan 93% dengan id 6727
6741,near_duplicate,duplikat,"Bantuan Bencana Alam Sumatera Oleh Sat Brimob Polda Sumsel Mengirimkan Tim Mobil Dapur Lapangan dan Tim Mobil Water treatment  Bila ada permasalahan dan butuh bantuan Polisi silahkan hubungi :  Call Center : 110 (Bebas Pulsa)  ""KAMI SIAP MELAYANI 24 JAM"" 2 37",2025-12-05,6738,0.9338,Kemiripan 93% dengan id 6738
8303,near_duplicate,duplikat,"Laporan follower dari Aceh : Min, Aceh sudah mulai naik lagi air daerah Pidie Jaya Meureudu (salah satu tempat putus jembatan nasional) menurut berita sudah 1 meter air nya.",2025-12-06,6787,0.9362,Kemiripan 94% dengan id 6787
6868,near_duplicate,duplikat,"ketika air naik dan akses terputus, Bantuan Pelayanan Polri menjadi garda terdepan, membantu distribusi logistik bagi korban banjir di sumatra, kepedulian selalu menemukan jalan #BersamaPulihKembali 1 2 1 rb",2025-12-01,6866,0.9553,Kemiripan 96% dengan id 6866
8326,near_duplicate,duplikat,"Badan Penanggulangan Bencana Daerah (BPBD) DKI Jakarta melaporkan  sebanyak 23 RT dan dua ruas jalan tergenang di Kota Jakarta Utara dan  Kabupaten Kepulauan Seribu terdampak banjir rob pada Sabtu (6/12) siang.  ""Ada  23 RT dan dua ruas jalan yang tergenang banjir rob di Jakarta",2025-12-06,6870,0.9676,Kemiripan 97% dengan id 6870
8330,near_duplicate,duplikat,"Gubernur Aceh Muzakir Manaf(Mualem), menyampaikan kekecewaannya terhadap BNPB atas penanganan banjir besar, terutama di Aceh Tamiang. Ia menilai lambatnya evakuasi pada hari-hari awal membuat jumlah korban di jalur utama Langsa–Aceh Tamiang semakin bertambah.  Saat rapat",2025-12-06,6947,0.9248,Kemiripan 92% dengan id 6947
7268,near_duplicate,duplikat,"Viral! Duka Korban Banjir Bandang Belum Usai, Kepala BNPB Tertangkap Kamera sedang Nge-Mall di Kota Medan Viral! Duka Korban Banjir Bandang Belum Usai, Kepala BNPB Tertangkap Kamera sedang Nge-Mall di Kota... Dari gelora.co 2 9 8 2 rb",2025-12-09,7266,0.966,Kemiripan 97% dengan id 7266
7631,near_duplicate,duplikat,"Banjir dan longsor yang terjadi di wilayah Sibolga, Tapanuli Selatan, Tapanuli Tengah dan Tapanuli Utara memutus akses jalan sehingga menjadi tantangan dalam proses pemulihan listrik. Namun, hal tersebut tidak mematahkan semangat personel PLN untuk terus melakukan perbaikan.(1/2) 1 36",2025-12-08,7630,0.9278,Kemiripan 93% dengan id 7630
7858,near_duplicate,duplikat," OPEN DONASI, Bismillahirrahmaanirrahiim  PATUNGAN - Warga Bantu Warga   #PrayForSumatera #PrayForAceh  SUMATRA DARURAT Sibolga | Padang | Aceh | Medan  Bencana besar melanda. Ribuan warga kehilangan rumah, terjebak banjir, dan kekurangan logistik.  Jembatan penghubung",2025-12-25,7853,0.9321,Kemiripan 93% dengan id 7853
